Unnamed: 0,text,true_label,pred_label,num_words
629,"“Yes. He knows that I am his superior, and acknowledges it to me; but he would cut his tongue out before he would own it to any third person. However, we may as well go and have a look. I shall work it out on my own hook. I may have a laugh at them if I have nothing else. Come on!”",2,2,62
630,"Then she went on with her daily duties through the long summer days, scratching for worms and feeding her chicks, while the Pig grew fat, and the Cat grew fat, and the Rat grew fat, and the Wheat grew tall and ready for harvest.",0,0,44
631,“Get up; you won’t feel so excited.”,2,0,7
632,"“Ay, and the sound would have brought Tiger Lily’s redskins upon us. Do you want to lose your scalp?”",0,0,19
633,"The first was addressed: “To Madame, Madame la Marquise de Grucheray, the place opposite the Chamber of Deputies, No.—”",2,2,19
634,"She closed the carton carefully. First she kissed her father, then she kissed her mother.  Then she opened the lid again, lifted the pig out, and held it against her cheek. At this moment her brother Avery came into the room. Avery was ten. He was heavily armed - an air rifle in one hand, a wooden dagger in the other.",0,0,61
635,"It is true that sick-beds are the time when such correspondences as this are looked on with different countenances, and seen with other eyes than we saw them with, or than they appeared with before. My lover had been at the gates of death, and at the very brink of eternity; and, it seems, had been struck with a due remorse, and with sad reflections upon his past life of gallantry and levity; and among the rest, criminal correspondence with me, which was neither more nor less than a long-continued life of adultery, and represented itself as it really was, not as it had been formerly thought by him to be, and he looked upon it now with a just and religious abhorrence.",2,2,123
636,"My father waited a few minutes and then started down the beach because it was almost dark now, and he was afraid the mouse really would tell somebody. He walked all night and two scary things happened. First, he just had to sneeze, so he did, and somebody close by said, ""Is that you, Monkey?"" My father said, ""Yes."" Then the voice said, ""You must have something on your back, Monkey,"" and my father said ""Yes,"" because he did. He had his knapsack on his back. ""What do you have on your back, Monkey?"" asked the voice.",0,0,97
637,"After a month of searching the same places over and over again, and inquiring of the same animals over and over again, Mr. and Mrs. Duncan no longer knew what to do. They concluded that something dreadful must have happened and that they would probably never see their son again. (Though all the time he was less than a mile away.)",0,0,61
638,"They was fetching a very nice-looking old gentleman along, and a nice-looking younger one, with his right arm in a sling. And, my souls, how the people yelled and laughed, and kept it up. But I didn’t see no joke about it, and I judged it would strain the duke and the king some to see any. I reckoned they’d turn pale. But no, nary a pale did they turn. The duke he never let on he suspicioned what was up, but just went a goo-gooing around, happy and satisfied, like a jug that’s googling out buttermilk; and as for the king, he just gazed and gazed down sorrowful on them new-comers like it give him the stomach-ache in his very heart to think there could be such frauds and rascals in the world. Oh, he done it admirable. Lots of the principal people gethered around the king, to let him see they was on his side. That old gentleman that had just come looked all puzzled to death. Pretty soon he begun to speak, and I see straight off he pronounced like an Englishman—not the king’s way, though the king’s was pretty good for an imitation. I can’t give the old gent’s words, nor I can’t imitate him; but he turned around to the crowd, and says, about like this:",2,1,221
639,"Mr. Duncan walked aimlessly about while Mrs. Duncan set out the picnic food on the rock - alfalfa sandwiches, pickled oats, sassafras salad, timothy compote. Suddenly Mr. Duncan saw the red pebble. ""What a fantastic pebble!"" he exclaimed. ""Sylvester would have loved it for his collection."" He put the pebble on the rock.",0,0,53
640,"“That's young; what do you think, John?”",1,1,7
641,"I'm mightier than any human, four hundred pounds of pure power. My body looks made for battle. My arms, outstretched, span taller than the tallest human.",0,0,26
642,"They could never guess that their minds were being probed, their bodies mapped, their reactions studied, their potentials evaluated. At first, the whole tribe remained half crouching in a motionless tableau, as if frozen into stone. Then the man-ape nearest to the slab suddenly came to life.",2,2,47
643,I don't do any tricks. Mack says it's enough for me to be me.,0,0,14
644,"Mowgli laughed. “Yes, we be great hunters now,” said he. “I am very bold—to eat grubs,” and the two came down together through the crackling undergrowth to the river-bank and the lace-work of shoals that ran out from it in every direction.",1,1,42
645,"It was nearly seven o'clock when Pollyanna awoke that first day after her arrival. Her windows faced the south and the west, so she could not see the sun yet; but she could see the hazy blue of the morning sky, and she knew that the day promised to be a fair one.",1,1,53
646,"“Through my glasses I saw the slope of a hill interspersed with rare trees and perfectly free from undergrowth. A long decaying building on the summit was half buried in the high grass; the large holes in the peaked roof gaped black from afar; the jungle and the woods made a background. There was no enclosure or fence of any kind; but there had been one apparently, for near the house half-a-dozen slim posts remained in a row, roughly trimmed, and with their upper ends ornamented with round carved balls. The rails, or whatever there had been between, had disappeared. Of course the forest surrounded all that. The river-bank was clear, and on the waterside I saw a white man under a hat like a cart-wheel beckoning persistently with his whole arm. Examining the edge of the forest above and below, I was almost certain I could see movements—human forms gliding here and there. I steamed past prudently, then stopped the engines and let her drift down. The man on the shore began to shout, urging us to land. ‘We have been attacked,’ screamed the manager. ‘I know—I know. It’s all right,’ yelled back the other, as cheerful as you please. ‘Come along. It’s all right. I am glad.’",2,2,209
647,"""You tell me that every day,"" said Tuck, turning away from her onto his side. ""Anyways, I can't help what I dream.""",1,0,22
648,"When Mr. Arable returned to the house half an hour later, he carried a carton under his arm. Fern was upstairs changing her sneakers. The kitchen table was set for breakfast, and the room smelled of coffee, bacon, damp plaster, and wood smoke from the stove.",0,0,46
649,"“But it is not a foolish errand, nor an idle one,” replied the Scarecrow; “it is important. And we have been told that Oz is a good Wizard.”",1,1,28
650,"When we were married, I was shrewdly put to it to bring him that little stock I had, and to let him see it was no more; but there was a necessity for it, so I took my opportunity one day when we were alone, to enter into a short dialogue with him about it. “My dear,” said I, “we have been married a fortnight; is it not time to let you know whether you have got a wife with something or with nothing?” “Your own time for that, my dear,” says he; “I am satisfied that I have got the wife I love; I have not troubled you much,” says he, “with my inquiry after it.”",2,2,117
651,"“While I dress, do you drill her, Nan, in the management of her skirt and those French heels, or she will trip herself up. Take your silver butterfly, and catch up that long curl on the left side of her head, Clara, and don’t any of you disturb the charming work of my hands,” said Belle, as she hurried away, looking well pleased with her success.",1,0,66
652,"""After I put on my bathing suit, you must not look at me until I get into the water.""",0,0,19
653,This is what those little rabbits saw round that corner!,0,0,10
654,"April adjusted Dorothea’s old fur stole, patted up some sliding strands of hair and waited—warily. She didn’t expect this Melanie to like her—kids hardly ever did—but she did intend to make a very definite impression; and she could see that she’d done that all right.",1,1,45
655,"He would not eat his sovereign steak, He scorned his soup and kingly cake, And told his courtly cook to bake An extra-sticky peanut-butter sandwich.",0,0,25
656,So he put on all his Fine Clothes and went out for a walk in the Jungle.,0,0,17
657,"""Shall I put him in a box for you?"" the saleslady asked.",0,0,12
658,"He wanted above all, like the old joke, to shove a marshmallow on a stick in the furnace, while the flapping pigeon-winged books died on the porch and lawn of the house. While the books went up in sparkling whirls and blew away on a wind turned dark with burning.",2,0,50
659,"Jonas grinned, remembering the morning that Asher had dashed into the classroom, late as usual, arriving breathlessly in the middle of the chanting of the morning anthem. When the class took their seats at the conclusion of the patriotic hymn, Asher remained standing to make his public apology as was required.",1,1,51
660,"Oh, it was good to be out again in the purity and silence of the night! How great and still and wonderful everything was, with the murmur of the sea sounding through it and the darkling cliffs beyond like grim giants guarding enchanted coasts.",0,1,44
661,The smoke from the three guns floated upward in the night air. Boggis and Bunce and Bean came out from behind their trees and walked towards the hole.,0,0,28
662,"Before the old man could answer, if he was going to, a couple of ladies breezed in the doorway. Of course, they interrupted right away when they saw that April was just a kid.",1,1,34
663,"“I smell bad men,” he growled—“the worst men I ever smelt. I smell trouble. I smell a fight—six bad scoundrels fighting against one brave man. I want to help him. Woof—oo—WOOF!” Then he barked, loud, and woke himself up with a surprised look on his face.",1,1,46
664,"“And I got a note from Mr. Laurence, asking me to come over and play to him tonight, before the lamps are lighted, and I shall go,” added Beth, whose friendship with the old gentleman prospered finely.",1,1,37
665,"Their eyes met, held. A showdown now? At this moment? Would that be the smart thing to do? Archie believed in always doing the smart thing. Not the thing you ached to do, not the impulsive act, but the thing that would pay off later. That's why he was The Assigner. That's why The Vigils depended on him. Hell, The Vigils were the school. And he, Archie Costello, was The Vigils. That's why Leon had called him here, that's why Leon was practically begging for his help. Archie suddenly had a terrific craving for a Hershey.",2,2,96
666,"""To me it is a blue stone,"" he said. ""And far away on the edge of it is a small cloud which sits on the stone.""",0,0,26
667,"""As you can see, that leaves almost no time for brooding, lagging, plodding, or procrastinating, and if we stopped to think or laugh, we'd never get nothing done."" ""You mean you'd never get anything done,"" corrected Milo. ""We don't want to get anything done,"" snapped another angrily; ""we want to get nothing done, and we can do that without your help."" ",0,0,61
668,"It was frightening enough to come upon him so suddenly, but as I dropped to my knees in fright I must have uttered a cry because he turned and looked directly at me. At that same moment a beam of light found him and illuminated a face twisted with madness. I do not know if he saw me, or if the light cut off his vision, but I saw his bitter, contorted grin. As long as I live I will never forget those wild eyes, like the eyes of a trapped, savage animal.",2,1,93
669,"Everyone suspects himself of at least one of the cardinal virtues, and this is mine: I am one of the few honest people that I have ever known.",2,1,28
670,"First—to get my sister and myself out of the way—there were we two.  In the drawing of lots, my sister drew her own room, and I drew Master B.’s.  Next, there was our first cousin John Herschel, so called after the great astronomer: than whom I suppose a better man at a telescope does not breathe.  With him, was his wife: a charming creature to whom he had been married in the previous spring.  I thought it (under the circumstances) rather imprudent to bring her, because there is no knowing what even a false alarm may do at such a time; but I suppose he knew his own business best, and I must say that if she had been my wife, I never could have left her endearing and bright face behind.  They drew the Clock Room.  Alfred Starling, an uncommonly agreeable young fellow of eight-and-twenty for whom I have the greatest liking, was in the Double Room; mine, usually, and designated by that name from having a dressing-room within it, with two large and cumbersome windows, which no wedges I was ever able to make, would keep from shaking, in any weather, p. 133wind or no wind.",1,2,198
671,"He picked up and handful of snow - and another, and still another. He packed it round and firm and put the snowball in his pocket for tomorrow. Then he went into his warm house.",0,0,35
672,"""A canoe!"" he cried. ""A great one, bigger than all of our canoes together. And red!""",0,0,16
673,"When Anna and her mother returned to the tailor's shop, Anna tried on her new coat. She twirled around in front of the mirror. The coat was perfect!",0,0,28
674,"“Everything else in the station was in a muddle—heads, things, buildings. Strings of dusty niggers with splay feet arrived and departed; a stream of manufactured goods, rubbishy cottons, beads, and brass-wire sent into the depths of darkness, and in return came a precious trickle of ivory.",2,1,46
675,"""No, but he wishes he'd never been born. Mother she says that's th' worst thing on earth for a child. Them as is not wanted scarce ever thrives. Mester Craven he'd buy anythin' as money could buy for th' poor lad but he'd like to forget as he's on earth. For one thing, he's afraid he'll look at him some day and find he's growed hunchback.""",0,1,66
676,"The soup came up from the kitchen—but simultaneously the orchestra leader came up from the bar, where he had absorbed the tone color inherent in a seidel of beer. So the soup was left to cool during the delivery of a ballad entitled ""Everything's at Home Except Your Wife.""",1,2,49
677,But what more did she want?,2,2,6
678,"And him only he elected. For whether it was because the other men when ranged before him showed to ill advantage after Billy, or whether he had some scruples in view of the merchantman being rather short-handed, however it might be, the officer contented himselfwith his first spontaneous choice. To the surprise of the ship’s company, though much to the Lieutenant’s satisfaction, Billy made no demur. But, indeed, any demur would have been as idle as the protest of a goldfinch popped into a cage.",2,1,85
679,“Looks as if we were all sold out. But if you’ll wait around till the old man comes along maybe he can put his hand on it.”,2,1,27
680,"Douglas moved slowly down the path. The ravine was indeed the place where you came to look at the two things of life, the ways of man and the ways of the natural world. The town was, after all, only a large ship filled with constantly moving survivors, bailing out the grass, chipping away the rust. Now and again a lifeboat, a shanty, kin to the mother ship, lost out to the quiet storm of seasons, sank down in silent waves of termite and ant into swallowing ravine to feel the flicker of grasshoppers rattling like dry paper in hot weeds, become soundproofed with spider dust and finally, in avalanche of shingle and tar, collapse like kindling shrines into a bonfire, which thunderstorms ignited with blue lightning, while flash-photographing the triumph of the wilderness.",2,2,134
681,"Frog said, ""Would you like me to tell you a story, Toad?"" ""Yes,"" said Toad, ""if you know one.""",0,0,19
682,"“And wherefore?” rejoined the physician. “Wherefore not; since all the powers of nature call so earnestly for the confession of sin, that these black weeds have sprung up out of a buried heart, to make manifest an unspoken crime?”",2,2,39
683,"Here is my celebration, then, of death as well as life, dark as well as light, old as well as young, smart and dumb combined, sheer joy as well as complete terror written by a boy who once hung upside down in trees, dressed in his bat costume with candy fangs in his mouth, who finally fell out of the trees when he was twelve and went and found a toy-dial typewriter and wrote his first “novel.”",2,0,77
684,"In the sitting-room window at that moment, Miss Polly, who had been watching the two children, followed with sombre eyes the boy until a bend of the road hid him from sight. Then she sighed, turned, and walked listlesly up-stairs—and Miss Polly did not usually move listlessly. In her ears still was the boy's scornful “you was so good and kind.” In her heart was a curious sense of desolation—as of something lost.",1,1,73
685,"“But now I am cold,” said Owl. “I will cover myself 17 with the blankets again.” As soon as he did, he saw the same two bumps. “Those bumps are back!” shouted Owl. “Bumps, bumps, bumps! I will never sleep tonight!”",0,0,41
686,"At this moment the cottage door opened, and in the lamp glow that spilled across the grass, Winnie's grandmother appeared. ""Winifred? Who are you talking to our there?""",1,1,28
687,“Are you going alone or with others?”,0,2,7
688,"“When we are more settled I shall work wonders in the way of making the kitchen habitable,” said the young woman to her occasional visitors.  There was an unspoken wish in those words, a wish which was unconfessed as well as unspoken.  Emma Ladbruk was the mistress of the farm; jointly with her husband she might have her say, and to a certain extent her way, in ordering its affairs.  But she was not mistress of the kitchen.",1,2,78
689,"“I’m not,” put in Jo decidedly. “I hate to be patronized, and the Chesters think it’s a great favor to allow us to help with their highly connected fair. I wonder you consented, Amy, they only want you to work.”",1,1,40
690,"I was standing in my bedroom late one night, giving some directions to my servant before he went to bed.  My face was towards the only available door of communication with the dressing-room, and it was closed.  My servant’s back was towards that door.  While I was speaking to him, I saw it open, and a man look in, who very earnestly and mysteriously beckoned to me.  That man was the man who had gone second of the two along Piccadilly, and whose face was of the colour of impure wax.",1,2,91
691,"He sat up in the fetid darkness of the cave, straining his senses out into the night, and fear crept slowly into his soul. Never in his life - already twice as long as most members of his species could expect - had he heard a sound like this. The great cats approached in silence, and the only thing that betrayed them was a rare slide of earth, or the occasional cracking of a twig. Yet this was a continuous crunching noise, that grew steadily louder. It seemed that some enormous beast was moving through the night, making no attempt at concealment, and ignoring all obstacles. Once Moon-Watcher heard the unmistakable sound of a bush, being uprooted; the elephants and dinotheria did this often enough, but otherwise they moved as silently as the cats.",2,2,134
692,"""She is my mother,"" said Colin complainingly. ""I don't see why she died. Sometimes I hate her for doing it.""",0,0,20
693,"Alas! I have not so much as one penny upon my body, said the Knight; whereat the Prior's eyes sparkled.",1,1,20
694,"She bent lower, probed the wound with her fingertips. If an earth mover had rolled over him, dirt would be forced deep into the wound. But there wasn’t any dirt, just a slippery, slimy foam. And the wound had a strange odor, a kind of rotten stench, a smell of death and decay. She had never smelled anything like it before",2,1,61
695,"And yet they lingered. How dreary looked the forest-track that led backward to the settlement, where Hester Prynne must take up again the burden of her ignominy, and the minister the hollow mockery of his good name! So they lingered an instant longer. No golden light had ever been so precious as the gloom of this dark forest. Here, seen only by his eyes, the scarlet letter need not burn into the bosom of the fallen woman! Here, seen only by her eyes, Arthur Dimmesdale, false to God and man, might be, for one moment, true!",2,2,96
696,"“It ain’t any use, Huck, we’re wrong again.”",1,1,8
697,"I was no sooner carried away, as I have said, by this good gentlewoman, but the first lady, that is to say, the Mayoress that was, sent her two daughters to take care of me; and another family which had taken notice of me when I was the little gentlewoman, and had given me work to do, sent for me after her, so that I was mightily made of, as we say; nay, and they were not a little angry, especially madam the Mayoress, that her friend had taken me away from her, as she called it; for, as she said, I was hers by right, she having been the first that took any notice of me.",2,2,117
698,"Javert remained motionless for several minutes, gazing at this opening of shadow; he considered the invisible with a fixity that resembled attention. The water roared. All at once he took off his hat and placed it on the edge of the quay. A moment later, a tall black figure, which a belated passer-by in the distance might have taken for a phantom, appeared erect upon the parapet of the quay, bent over towards the Seine, then drew itself up again, and fell straight down into the shadows; a dull splash followed; and the shadow alone was in the secret of the convulsions of that obscure form which had disappeared beneath the water.",2,2,112
699,"As Edna seated herself at table with them she thought, “Better a dinner of herbs,” though it did not take her long to discover that it was no dinner of herbs, but a delicious repast, simple, choice, and in every way satisfying.",2,2,42
700,"""The sea is not a stone without scratches,"" I said. ""It is water and no waves.""",0,0,16
701,"Of course, you have another year at college yet,” Jay Cee went on a little more mildly. “What do you have in mind after you graduate?” What I always thought I had in mind was getting some big scholarship to graduate school or a grant to study all over Europe, and then I thought I’d be a professor and write books of poems or write books of poems and be an editor of some sort. Usually I had these plans on the tip of my tongue.",2,2,86
702,"""You just try it,"" urged Martha, handing her the skipping-rope. ""You can't skip a hundred at first, but if you practise you'll mount up. That's what mother said. She says, 'Nothin' will do her more good than skippin' rope. It's th' sensiblest toy a child can have. Let her play out in th' fresh air skippin' an' it'll stretch her legs an' arms an' give her some strength in 'em.'""",0,0,70
703,"He got up and looked distressed, and fumbled his hat, and says:",2,0,12
704,"""We want to see him too,"" said the dragonflies.",0,0,9
705,"This did not hurt the Scarecrow, but it surprised him, and he looked rather dizzy when Dorothy picked him up.",1,0,20
706,Then he gave Anna's mother a big bad of wool and Anna's mother gave him the gold watch.,0,0,18
707,"I went to sleep, and Jim didn’t call me when it was my turn. He often done that. When I waked up just at daybreak, he was sitting there with his head down betwixt his knees, moaning and mourning to himself. I didn’t take notice nor let on. I knowed what it was about. He was thinking about his wife and his children, away up yonder, and he was low and homesick; because he hadn’t ever been away from home before in his life; and I do believe he cared just as much for his people as white folks does for their’n. It don’t seem natural, but I reckon it’s so. He was often moaning and mourning that way nights, when he judged I was asleep, and saying, “Po’ little ’Lizabeth! po’ little Johnny! it’s mighty hard; I spec’ I ain’t ever gwyne to see you no mo’, no mo’!” He was a mighty good nigger, Jim was.",2,2,158
708,"“Here you are, kid,” said the young man, producing a quarter. “We’ve had the time of our young lives, thanks to you.”",0,1,22
709,Soon the kettle was all filled up with tears.,0,0,9
710,"""More than okay.""",0,0,3
711,"Yura was glad that his uncle was taking him to Duplyanka. It was very beautiful there, and the picturesqueness of the place also reminded him of his mother, who had loved nature and had often taken him on walks with her. Besides that, Yura was pleased that he would again meet Nika Dudorov, a high school boy who lived at Voskoboinikov’s and probably despised him for being two years younger, and who, when greeting him, pulled his hand down hard and bowed his head so low that the hair fell over his forehead, covering half his face.",2,2,97
712,"“Well, interpret the dream,” he said. “First, swear to me. Swear that you will give me one-tenth of your treasure in exchange for what I am going to tell you.” The shepherd swore that he would. The old woman asked him to swear again while looking at the image of the Sacred Heart of Jesus.",1,1,55
713,"When they were all in the drawing-room, the questions which Elizabeth had already asked were of course repeated by the others, and they soon found that Jane had no intelligence to give. The sanguine hope of good, however, which the benevolence of her heart suggested, had not yet deserted her; she still expected that it would all end well, and that every morning would bring some letter, either from Lydia or her father, to explain their proceedings, and, perhaps, announce the marriage.",2,2,82
714,"“Why, where were you? How did you know? I never saw you!”",2,2,12
715,"The old woman stood facing him in silence and looking inquiringly at him. She was a diminutive, withered up old woman of sixty, with sharp malignant eyes and a sharp little nose. Her colourless, somewhat grizzled hair was thickly smeared with oil, and she wore no kerchief over it. Round her thin long neck, which looked like a hen’s leg, was knotted some sort of flannel rag, and, in spite of the heat, there hung flapping on her shoulders, a mangy fur cape, yellow with age. The old woman coughed and groaned at every instant.",2,1,95
716,"I wasn’t crying, but I couldn’t stop. I wasn’t crying, but the ground wasn’t still, and then I was crying. The ground kept sloping up and the cows ran up the hill. T. P. tried to get up. He fell down again and the cows ran down the hill. Quentin held my arm and we went toward the barn. Then the barn wasn’t there and we had to wait until it came back. I didn’t see it come back. It came behind us and Quentin set me down in the trough where the cows ate. I held on to it. It was going away too, and I held to it. The cows ran down the hill again, across the door. I couldn’t stop. Quentin and T. P. came up the hill, fighting. T. P. was falling down the hill and Quentin dragged him up the hill. Quentin hit T. P. I couldn’t stop.",2,0,153
717,"A dozen or so people stood in a loose group at the side of the road. Salva scanned their faces. There was no one from his family. He recognized a few people—a woman with a baby, two men, a teenage girl—but no one he knew well. Still, it was comforting to see them",1,1,53
718,"So I walk a little in the garden or down that lovely lane, sit on the porch under the roses, and lie down up here a good deal. I'm getting really fond of the room in spite of the wallpaper. Perhaps because of the wallpaper. It dwells in my mind so! I lie here on this great immovable bed—it is nailed down, I believe—and follow that pattern about by the hour. It is as good as gymnastics, I assure you.",1,1,80
719,"So Billy Mink lay down on the Big Rock side of Reddy Fox and peeped over into the Dear Little Pool where all the little Trouts were laughing at Reddy Fox and having such a good time. But Billy Mink took care, such very great care, that Mr. Trout and Mrs. Trout should not see him peeping over into the Dear Little Pool.",0,0,63
720,"While he slept, he dreamed that the sun had melted all the snow away.",0,0,14
721,"“No there won’t,” said Peter. “I tell you this is the sort of house where no one’s going to mind what we do. Anyway, they won’t hear us. It’s about ten minutes’ walk from here down to that dining-room, and any amount of stairs and passages in between.”",0,0,48
722,"“Did I?” said the Doctor—“dear me, dear me! What a nuisance money is, to be sure! Well, never mind. Perhaps if I go down to the seaside I shall be able to borrow a boat that will take us to Africa. I knew a seaman once who brought his baby to me with measles. Maybe he’ll lend us his boat—the baby got well.”",1,2,63
723,"“What do you mean, Jimmy Skunk,” said Mr. Black Snake, “by pulling my tail?”",0,0,14
724,"When the man in the yellow coat had thrown the agent off his track, he redoubled his pace, not without turning round many a time to assure himself that he was not being followed. At a quarter-past four, that is to say, when night was fully come, he passed in front of the theatre of the Porte Saint-Martin, where The Two Convicts was being played that day. This poster, illuminated by the theatre lanterns, struck him; for, although he was walking rapidly, he halted to read it. An instant later he was in the blind alley of La Planchette, and he entered the Plat d’Etain [the Pewter Platter], where the office of the coach for Lagny was then situated. This coach set out at half-past four. The horses were harnessed, and the travellers, summoned by the coachman, were hastily climbing the lofty iron ladder of the vehicle.",2,2,147
725,"That was the date of a now famous meeting, in which Robert Swanson, a venture capitalist, approached Herbert Boyer, a biochemist at the University of California. The two men agreed to found a commercial company to exploit Boyer’s gene-splicing techniques. Their new company, Genentech, quickly became the largest and most successful of the genetic engineering start-ups",2,2,56
726,"During this sweet month of May, Marius and Cosette learned to know these immense delights. To dispute and to say you for thou, simply that they might say thou the better afterwards. To talk at great length with very minute details, of persons in whom they took not the slightest interest in the world; another proof that in that ravishing opera called love, the libretto counts for almost nothing;",2,2,69
727,Poor Little Red Hen! She felt quite bewildered and hardly knew where to turn.,0,0,14
728,Frog and Toad jumped into the water. They swam all afternoon. Frog swam fast and made big splashes.,0,0,18
729,"“You interest me extremely,” said Holmes. “And since you draw so large a sum as a hundred a year, with what you earn into the bargain, you no doubt travel a little and indulge yourself in every way. I believe that a single lady can get on very nicely upon an income of about £ 60.”",2,2,56
730,"It's true, you know. The world is full of happiness, and plenty to go round, if you are only willing to take the kind that comes your way. The whole secret is in being PLIABLE. In the country, especially, there are such a lot of entertaining things. I can walk over everybody's land, and look at everybody's view, and dabble in everybody's brook; and enjoy it just as much as though I owned the land—and with no taxes to pay!",1,1,80
731,"Good morning again! I didn't get this ENVELOPED yesterday before the postman came, so I'll add some more. We have one mail a day at twelve o'clock. Rural delivery is a blessing to the farmers! Our postman not only delivers letters, but he runs errands for us in town, at five cents an errand. Yesterday he brought me some shoe-strings and a jar of cold cream (I sunburned all the skin off my nose before I got my new hat) and a blue Windsor tie and a bottle of blacking all for ten cents. That was an unusual bargain, owing to the largeness of my order.",1,2,106
732,"One star is for Alaska... One star is for Nebraska... One star is North Dakota... One star is Minnesota... There are lots of other stars, but I forget which ones they are.",0,0,32
733,"Where was Papa? He had left early that morning with the vaqueros to work the cattle. And he was always home before sundown, dusty from the mesquite grasslands and stamping his feet on the patio to get rid of the crusty dirt on his boots. Sometimes he even brought beef jerky that the cattlemen had made, but Esperanza always had to find it first, searching his shirt pockets while he hugged her.",1,1,72
734,"Salva turned and looked. Behind him, a huge black cloud of smoke rose. Flames darted out of its base. Overhead, a jet plane veered away like a sleek evil bird.",1,1,30
735,“Who are you?” he said.,0,0,5
736,"And then all the tigers said together in a loud roar, ""Let's begin right now!"" and they moved in closer.",0,0,20
737,"“Unlike weeds, I had to be replanted, you see, given food and water. On account of you. That was the deal Jalil made with his family.”",2,2,26
738,"“Oh, of course I'd be BREATHING all the time I was doing those things, Aunt Polly, but I wouldn't be living. You breathe all the time you're asleep, but you aren't living. I mean living—doing the things you want to do: playing outdoors, reading (to myself, of course), climbing hills, talking to Mr. Tom in the garden, and Nancy, and finding out all about the houses and the people and everything everywhere all through the perfectly lovely streets I came through yesterday. That's what I call living, Aunt Polly. Just breathing isn't living!”",1,1,93
739,"""I like you the way you are,"" she said, ""but you'll be more comfortable with your shoulder strap fastened.""",0,0,19
740,"Mariam came to disbelieve this part of the story as well. Yes, Jalil admitted, he had been horseback riding in Takhte-Safar, but, when they gave him the news, he had not shrugged. He had hopped on the saddle and ridden back to Herat. He had bounced her in his arms, run his thumb over her flaky eyebrows, and hummed a lullaby. Mariam did not picture Jalil saying that her face was long, though it was true that it was long",2,2,80
741,"The doctor never so much as moved. He spoke to him as before, over his shoulder and in the same tone of voice, rather high, so that all the room might hear, but perfectly calm and steady: “If you do not put that knife this instant in your pocket, I promise, upon my honour, you shall hang at the next assizes.”",1,2,61
742,"“I never DID,” said the little girl, but in a less doubtful tone than she had ever used with that phrase so familiar to her. A dim notion was growing up in her mind that the fact that she had never done a thing was no proof that she couldn’t.",0,0,50
743,"How that personage haunted my dreams, I need scarcely tell you. On stormy nights, when the wind shook the four corners of the house and the surf roared along the cove and up the cliffs, I would see him in a thousand forms, and with a thousand diabolical expressions. Now the leg would be cut off at the knee, now at the hip; now he was a monstrous kind of a creature who had never had but the one leg, and that in the middle of his body.",1,1,88
744,"“You may depend upon it, madam,” said Miss Bingley, with cold civility, “that Miss Bennet shall receive every possible attention while she remains with us.”",2,2,25
745,"“La!” replied Kitty, “it looks just like that man that used to be with him before. Mr. what’s his name--that tall, proud man.”",2,0,23
746,"Mae sat up in bed and looked at him tolerantly. ""The boys'll be home tomorrow,"" she said again, a little more loudly.",1,1,22
747,"“Well, Billy,” he said, “I heard that Old Man Hatfield’s collie is going to have pups. I’m sure I can get one of them for you.”",1,1,26
748,"""Neither you nor anybody else know anything about the real state of the earth's interior. All modern experiments tend to explode the older theories. Were any such heat to exist, the upper crust of the earth would be shattered to atoms, and the world would be at an end."" A long, learned and not uninteresting discussion followed, which ended in this wise : —",1,1,64
749,"“Stop!” she cried, “don’t sing that. I don’t want you to sing it,” and she laid her glass so impetuously and blindly upon the table as to shatter it against a carafe. The wine spilled over Arobin’s legs and some of it trickled down upon Mrs. Highcamp’s black gauze gown. Victor had lost all idea of courtesy, or else he thought his hostess was not in earnest, for he laughed and went on:",2,2,73
750,"The tropical rain fell in drenching sheets, hammering the corrugated roof of the clinic building, roaring down the metal gutters, splashing on the ground in a torrent. Roberta Carter sighed, and stared out the window. From the clinic, she could hardly see the beach or the ocean beyond, cloaked in low fog. This wasn’t what she had expected when she had come to the fishing village of Bahía Anasco, on the west coast of Costa Rica, to spend two months as a visiting physician. Bobbie Carter had expected sun and relaxation, after two grueling years of residency in emergency medicine at Michael Reese in Chicago",2,2,105
751,“Do you not see us?” answered the Scarecrow.,1,0,8
752,"The fact is, the old lady believed Rebecca to be the meekest creature in the world, so admirably, on the occasions when her father brought her to Chiswick, used Rebecca to perform the part of the ingenue; and only a year before the arrangement by which Rebecca had been admitted into her house, and when Rebecca was sixteen years old, Miss Pinkerton majestically, and with a little speech, made her a present of a doll—which was, by the way, the confiscated property of Miss Swindle, discovered surreptitiously nursing it in school-hours. How the father and daughter laughed as they trudged home together after the evening party (it was on the occasion of the speeches, when all the professors were invited) and how Miss Pinkerton would have raged had she seen the caricature of herself which the little mimic, Rebecca, managed to make out of her doll.",1,1,146
753,"Mrs. Ludlow was the eldest of the three sisters, and was usually thought the most sensible; the classification being in general that Lilian was the practical one, Edith the beauty and Isabel the “intellectual” superior. Mrs. Keyes, the second of the group, was the wife of an officer of the United States Engineers, and as our history is not further concerned with her it will suffice that she was indeed very pretty and that she formed the ornament of those various military stations, chiefly in the unfashionable West, to which, to her deep chagrin, her husband was successively relegated. Lilian had married a New York lawyer, a young man with a loud voice and an enthusiasm for his profession; the match was not brilliant, any more than Edith’s, but Lilian had occasionally been spoken of as a young woman who might be thankful to marry at all—she was so much plainer than her sisters.",1,1,154
